chr18_GL383567v1_alt	191944
chr18_GL383568v1_alt	57071
chr18_GL383569v1_alt	73638
chr18_GL383570v1_alt	101211
chr18_GL383571v1_alt	125758
chr18_GL383572v1_alt	81763
chr18_KI270863v1_alt	87204
chr18_KI270864v1_alt	79026
chr18_KI270911v1_alt	79953
chr18_KI270912v1_alt	74340
chr19	38130947
chr19_GL000209v2_alt	92197
chr19_GL383573v1_alt	299849
chr19_GL383574v1_alt	95334
chr19_GL383575v2_alt	124381
chr19_GL383576v1_alt	150048
chr19_GL949746v1_alt	620594
chr19_GL949747v2_alt	475832
chr19_GL949748v2_alt	892373
chr19_GL949749v2_alt	930427
chr19_GL949750v2_alt	914950
chr19_GL949751v2_alt	826959
chr19_GL949752v1_alt	593550
chr19_GL949753v2_alt	522157
chr19_KI270865v1_alt	25377
chr19_KI270866v1_alt	22972
chr19_KI270867v1_alt	160985
chr19_KI270868v1_alt	37603
chr19_KI270882v1_alt	130919
chr19_KI270883v1_alt	90630
chr19_KI270884v1_alt	84194
chr19_KI270885v1_alt	91474
chr19_KI270886v1_alt	106812
chr19_KI270887v1_alt	112804
chr19_KI270888v1_alt	82868
chr19_KI270889v1_alt	91143
chr19_KI270890v1_alt	97128
chr19_KI270891v1_alt	91131
chr19_KI270914v1_alt	107960
chr19_KI270915v1_alt	90894
chr19_KI270916v1_alt	97276
chr19_KI270917v1_alt	114782
chr19_KI270918v1_alt	64101
chr19_KI270919v1_alt	90984
chr19_KI270920v1_alt	120343
chr19_KI270921v1_alt	161027
chr19_KI270922v1_alt	112456
chr19_KI270923v1_alt	115200
chr19_KI270929v1_alt	111550
chr19_KI270930v1_alt	106214
chr19_KI270931v1_alt	90555
chr19_KI270932v1_alt	114399
chr19_KI270933v1_alt	91169
chr19_KI270938v1_alt	631313
chr1_GL383518v1_alt	107864
chr1_GL383519v1_alt	49516
chr1_GL383520v2_alt	183884
chr1_KI270706v1_random	114487
chr1_KI270707v1_random	28745
chr1_KI270708v1_random	107822
chr1_KI270709v1_random	45789
chr1_KI270710v1_random	21382
chr1_KI270711v1_random	17392
chr1_KI270712v1_random	110256
chr1_KI270713v1_random	18464
chr1_KI270714v1_random	17754
chr1_KI270759v1_alt	196522
chr1_KI270760v1_alt	65744
chr1_KI270761v1_alt	95903
chr1_KI270762v1_alt	217171
chr1_KI270763v1_alt	469437
chr1_KI270764v1_alt	25914
chr1_KI270765v1_alt	103026
chr1_KI270766v1_alt	145198
chr1_KI270892v1_alt	92334
chr2	130258433
chr20	37173035
chr20_GL383577v2_alt	77211
chr20_KI270869v1_alt	57870
chr20_KI270870v1_alt	71970
chr20_KI270871v1_alt	21769
chr21	29260867
chr21_GL383578v2_alt	39870
chr21_GL383579v2_alt	121363
chr21_GL383580v2_alt	45454
chr21_GL383581v2_alt	71403
chr21_KI270872v1_alt	44492
chr21_KI270873v1_alt	94470
chr21_KI270874v1_alt	124109
chr22	34335004
chr22_GL383582v2_alt	89254
chr22_GL383583v2_alt	64229
chr22_KB663609v1_alt	44443
chr22_KI270731v1_random	67654
chr22_KI270732v1_random	24713
chr22_KI270733v1_random	122000
chr22_KI270734v1_random	68629
chr22_KI270735v1_random	24594
chr22_KI270736v1_random	154839
chr22_KI270737v1_random	93645
chr22_KI270738v1_random	86084
chr22_KI270739v1_random	73946
chr22_KI270875v1_alt	144105
chr22_KI270876v1_alt	129680
chr22_KI270877v1_alt	52001
chr22_KI270878v1_alt	98690
chr22_KI270879v1_alt	164912
chr22_KI270928v1_alt	94871
chr2_GL383521v1_alt	73470
chr2_GL383522v1_alt	59126
chr2_GL582966v2_alt	35282
chr2_KI270715v1_random	161427
chr2_KI270716v1_random	153692
chr2_KI270767v1_alt	88919
chr2_KI270768v1_alt	65875
chr2_KI270769v1_alt	52055
chr2_KI270770v1_alt	78531
chr2_KI270771v1_alt	63573
chr2_KI270772v1_alt	92148
chr2_KI270773v1_alt	29381
chr2_KI270774v1_alt	121357
chr2_KI270775v1_alt	97070
chr2_KI270776v1_alt	98143
chr2_KI270893v1_alt	88502
chr2_KI270894v1_alt	143533
chr3	109706974
chr3_GL000221v1_random	99434
chr3_GL383526v1_alt	115858
chr3_JH636055v2_alt	108136
chr3_KI270777v1_alt	84279
chr3_KI270778v1_alt	159835
chr3_KI270779v1_alt	122280
chr3_KI270780v1_alt	157855
chr3_KI270781v1_alt	78913
chr3_KI270782v1_alt	83405
chr3_KI270783v1_alt	69308
chr3_KI270784v1_alt	105115
chr3_KI270895v1_alt	94977
chr3_KI270924v1_alt	98600
chr3_KI270934v1_alt	95561
chr3_KI270935v1_alt	113908
chr3_KI270936v1_alt	96351
chr3_KI270937v1_alt	97902
chr4	106965247
chr4_GL000008v2_random	137666
chr4_GL000257v2_alt	379215
chr4_GL383527v1_alt	88336
chr4_GL383528v1_alt	229107
chr4_KI270785v1_alt	59352
chr4_KI270786v1_alt	135609
chr4_KI270787v1_alt	67809
chr4_KI270788v1_alt	87998
chr4_KI270789v1_alt	118009
chr4_KI270790v1_alt	97181
chr4_KI270896v1_alt	222498
chr4_KI270925v1_alt	299305
chr5	100945740
chr5_GL000208v1_random	92139
chr5_GL339449v2_alt	996355
chr5_GL383530v1_alt	66185
chr5_GL383531v1_alt	112570
chr5_GL383532v1_alt	47730
chr5_GL949742v1_alt	133159
chr5_KI270791v1_alt	89512
chr5_KI270792v1_alt	68272
chr5_KI270793v1_alt	65745
chr5_KI270794v1_alt	96308
chr5_KI270795v1_alt	86795
chr5_KI270796v1_alt	86691
chr5_KI270897v1_alt	692042
chr5_KI270898v1_alt	86662
chr6	92927346
chr6_GL000250v2_alt	3675574
chr6_GL000251v2_alt	2760957
chr6_GL000252v2_alt	2808925
chr6_GL000253v2_alt	2984308
chr6_GL000254v2_alt	3171899
chr6_GL000255v2_alt	2777307
chr6_GL000256v2_alt	3177021
chr6_GL383533v1_alt	69528
chr6_KB021644v2_alt	107166
chr6_KI270758v1_alt	39652
chr6_KI270797v1_alt	108594
chr6_KI270798v1_alt	139907
chr6_KI270799v1_alt	98480
chr6_KI270800v1_alt	96173
chr6_KI270801v1_alt	380664
chr6_KI270802v1_alt	30437
chr7	89058170
chr7_GL383534v2_alt	48162
chr7_KI270803v1_alt	485554
chr7_KI270804v1_alt	71293
chr7_KI270805v1_alt	113906
chr7_KI270806v1_alt	88491
chr7_KI270807v1_alt	54995
chr7_KI270808v1_alt	144432
chr7_KI270809v1_alt	127686
chr7_KI270899v1_alt	89444
chr8	80630445
chr8_KI270810v1_alt	229566
chr8_KI270811v1_alt	132232
chr8_KI270812v1_alt	131134
chr8_KI270813v1_alt	133771
chr8_KI270814v1_alt	83466
chr8_KI270815v1_alt	88712
chr8_KI270816v1_alt	145929
chr8_KI270817v1_alt	105687
chr8_KI270818v1_alt	72555
chr8_KI270819v1_alt	51102
chr8_KI270820v1_alt	14762
chr8_KI270821v1_alt	448761
chr8_KI270822v1_alt	474008
chr8_KI270900v1_alt	144251
chr8_KI270901v1_alt	67715
chr8_KI270926v1_alt	120310
chr9	84523663
chr9_GL383539v1_alt	82521
chr9_GL383540v1_alt	30548
chr9_GL383541v1_alt	83767
chr9_GL383542v1_alt	37554
chr9_KI270717v1_random	25423
chr9_KI270718v1_random	21294
chr9_KI270719v1_random	106885
chr9_KI270720v1_random	23836
chr9_KI270823v1_alt	216552
chrM	1643
chrUn_GL000195v1	110968
chrUn_GL000213v1	87399
chrUn_GL000214v1	93138
chrUn_GL000216v2	152212
chrUn_GL000218v1	100624
chrUn_GL000219v1	122883
chrUn_GL000220v1	110378
chrUn_GL000224v1	152676
chrUn_GL000226v1	15003
chrUn_KI270302v1	2266
chrUn_KI270303v1	1941
chrUn_KI270304v1	2163
chrUn_KI270305v1	1472
chrUn_KI270310v1	1201
chrUn_KI270311v1	12392
chrUn_KI270312v1	996
chrUn_KI270315v1	2267
chrUn_KI270316v1	1443
chrUn_KI270317v1	37688
chrUn_KI270320v1	4412
chrUn_KI270322v1	21461
chrUn_KI270329v1	1037
chrUn_KI270330v1	531
chrUn_KI270333v1	2699
chrUn_KI270334v1	1366
chrUn_KI270335v1	1048
chrUn_KI270336v1	1025
chrUn_KI270337v1	1121
chrUn_KI270338v1	1423
chrUn_KI270340v1	1428
chrUn_KI270362v1	3530
chrUn_KI270363v1	1803
chrUn_KI270364v1	2853
chrUn_KI270366v1	8294
chrUn_KI270371v1	2805
chrUn_KI270372v1	1645
chrUn_KI270373v1	1451
chrUn_KI270374v1	2652
chrUn_KI270375v1	2377
chrUn_KI270376v1	1127
chrUn_KI270378v1	1043
chrUn_KI270379v1	1045
chrUn_KI270381v1	1930
chrUn_KI270382v1	4214
chrUn_KI270383v1	1747
chrUn_KI270384v1	1657
chrUn_KI270385v1	990
chrUn_KI270386v1	1787
chrUn_KI270387v1	1534
chrUn_KI270388v1	1215
chrUn_KI270389v1	1297
chrUn_KI270390v1	2385
chrUn_KI270391v1	1484
chrUn_KI270392v1	969
chrUn_KI270393v1	1307
chrUn_KI270394v1	970
chrUn_KI270395v1	1138
chrUn_KI270396v1	1878
chrUn_KI270411v1	2644
chrUn_KI270412v1	1178
chrUn_KI270414v1	2489
chrUn_KI270417v1	2039
chrUn_KI270418v1	2136
chrUn_KI270419v1	1027
chrUn_KI270420v1	2321
chrUn_KI270422v1	1445
chrUn_KI270423v1	977
chrUn_KI270424v1	2136
chrUn_KI270425v1	1878
chrUn_KI270429v1	1361
chrUn_KI270435v1	92718
chrUn_KI270438v1	111394
chrUn_KI270442v1	347626
chrUn_KI270448v1	6860
chrUn_KI270465v1	1774
chrUn_KI270466v1	1233
chrUn_KI270467v1	3915
chrUn_KI270468v1	4054
chrUn_KI270507v1	5353
chrUn_KI270508v1	1951
chrUn_KI270509v1	2315
chrUn_KI270510v1	2413
chrUn_KI270511v1	8123
chrUn_KI270512v1	22604
chrUn_KI270515v1	6361
chrUn_KI270516v1	1295
chrUn_KI270517v1	3249
chrUn_KI270518v1	2184
chrUn_KI270519v1	137795
chrUn_KI270521v1	6446
chrUn_KI270522v1	5666
chrUn_KI270528v1	2947
chrUn_KI270529v1	1899
chrUn_KI270530v1	2167
chrUn_KI270538v1	91250
chrUn_KI270539v1	935
chrUn_KI270544v1	1200
chrUn_KI270548v1	1597
chrUn_KI270579v1	30342
chrUn_KI270580v1	1553
chrUn_KI270581v1	6968
chrUn_KI270582v1	6368
chrUn_KI270583v1	1167
chrUn_KI270584v1	4481
chrUn_KI270587v1	2964
chrUn_KI270588v1	6153
chrUn_KI270589v1	44312
chrUn_KI270590v1	4667
chrUn_KI270591v1	5754
chrUn_KI270593v1	3029
chrUn_KI270741v1	137406
chrUn_KI270742v1	118508
chrUn_KI270743v1	154286
chrUn_KI270744v1	78787
chrUn_KI270745v1	29426
chrUn_KI270746v1	32153
chrUn_KI270747v1	177015
chrUn_KI270748v1	64269
chrUn_KI270749v1	88237
chrUn_KI270750v1	84331
chrUn_KI270751v1	96720
chrUn_KI270752v1	6484
chrUn_KI270753v1	32280
chrUn_KI270754v1	29293
chrUn_KI270755v1	23885
chrUn_KI270756v1	78554
chrUn_KI270757v1	70983
chrX	102315846
chrX_KI270880v1_alt	184299
chrX_KI270881v1_alt	108231
chrX_KI270913v1_alt	176402
chrY	48698291
chrY_KI270740v1_random	36839
